,propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,neighborhood,parkingSpace.parkingSpacePrice,labels,newDevelopmentFinished
42,98853055,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/79/4b/1029511918.jpg,22,1,215000.0,flat,sale,140.0,True,4,2,Sinforiano López,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3597381,-8.4056352,False,https://www.idealista.com/inmueble/98853055/,2035,"Fantástica oportunidad de inversión: Centro- Zona Falperra- C/Sinforiano López: se vende vivienda totalmente exterior, con una superficie construida aproximada de 140 m2, planta 1ª con ascensor, distribuida en 4 dormitorios, 2 baños, uno de ellos incorporado al dormitorio principal, salón comedor, cocina con zona de lavandería. La vivienda está muy bien distribuida: dispone de un vestíbulo amplio, con armario empotrado y con apenas pasillo, desde donde parten todas las estancias en forma de abanico, dando todas a la calle excepto los cuartos de baño. Suelo de parquet. Este inmueble es una buena inversión tanto para alquilar a estudiantes, como para vivienda habitual.",False,renew,False,True,1536.0,False,False,False,False,False,False,flat,"Falperra-Santa Lucía, A Coruña",Piso en Sinforiano López,,,,,Falperra-Santa Lucía,,,
43,98656256,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/f3/0d/1019477687.jpg,27,3,225000.0,flat,sale,104.0,True,4,2,Calle Agra do Orzán,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3625851,-8.4215482,False,https://www.idealista.com/inmueble/98656256/,2478,"Gestión Coruña vende excelente vivienda situada en el Agra del orzan muy próximo a Ronda de Outerio y calle Barcelona, se trata de una vivienda de 4 habitaciones, dos baños  salón y cocina, el piso es totalmente exterior ( a excepción de los baños y la cocina ) y esquinado lo que lo hace muy luminoso y soleado, el piso fue reformado a conciencia hace 4 años de forma integral, se ha modernizado y optimizado a los tiempos que corren, consta de calefacción eléctrica y todos los electrodomésticos renovados. Zona con todos los servicios en las inmediaciones, como colegios, supermercados, centro de salud, zonas verdes, piscina, parada de autobús y taxi, zona ocio y hostelería, Construcción de 1979. Venga a verlo sin compromiso. Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual.",False,good,False,True,2163.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Calle Agra do Orzán,,,,,,,,
44,97478623,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/28/84/980657055.jpg,28,4,230000.0,flat,sale,130.0,True,4,2,Riazor - Los Rosales,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3658194,-8.4227971,False,https://www.idealista.com/inmueble/97478623/,2340,"Ref. -1504 Piso de gran tamaño exterior y muy luminoso cerca de la casa del agua y el estadio de Riazor. Consta de 4 dormitorios dobles y 2 baños, uno en suite. Cocina independiente con electrodomésticos, salón comedor amplio, recibidor. El precio incluye 1 plaza de garaje en el edificio con posibilidad de otra plaza contigua (opcional) así como trastero de unos 7 metros. Suelos de parquet. ÁTICO, tu inmobiliaria de confianza en A Coruña. Este anuncio no es contractual ni vinculante, puede contener errores o sufrir variaciones. Más inmuebles en.",False,good,False,True,1769.0,False,False,False,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Piso,True,True,,1504,,,,
45,84192679,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/d5/81/1025535860.jpg,73,1,195000.0,flat,sale,82.0,True,2,2,Monte Alto - Zalaeta - Atocha,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.3775015,-8.4006752,False,https://www.idealista.com/inmueble/84192679/,175,"PRECIOSO PISO DE DOS DORMITORIOS, SEMINUEVO EN OBRA NUEVA. En este bonito piso en Doctor Ferrant tenemos fachada nueva, ascensor nuevo acristalado y una reforma con materiales de alta calidad. Instalaciones de fontanería, electricidad y telecomunicaciones nuevos en todo el edificio lo que te garantiza unos años sin derramas. Además tienen el encanto de un piso de espacios amplios y techos muy altos con unos acabados modernos que lo convierten en un hogar muy acogedor. Dos baños, salón amplio, cocina con un buen servicio. Está en el barrio de Monte Alto a un paso a pie de la playa, de la Plaza de España con todos los servicios en la misma calle. Venga a verlo con nosotras. Estamos deseando mostrárselo.",False,good,False,True,2378.0,False,False,False,False,False,False,flat,"Monte Alto - Zalaeta - Atocha, A Coruña",Piso,,,,ferrant,,,,
46,99365563,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/e3/a4/1045726880.jpg,22,2,159000.0,flat,sale,110.0,True,4,2,Vioño,A Coruña,A Coruña,Vioño,es,43.3554996,-8.4256468,False,https://www.idealista.com/inmueble/99365563/,3268,"_Estupenda oportunidad de adquirir un amplio piso a un paso de Avenida finisterre, 10 minutos andando a la Plaza de Pontevedra. Zona con fácil entrada y salida de la ciudad y rodeada de todos los servicios.   _Segundo con ascensor, portal sin barreras arquitectónicas. Muy luminoso. Consta de 101m2 distribuidos actualmente en salón comedor de 21m2, cocina independiente totalmente equipada con mucho almacenaje, cuatro dormitorios, uno de ellos con el baño con plato de ducha en suite. Todos los dormitorios gozan de armarios empotrados. Además del baño en suite, el piso cuenta con otro baño completo con bañera. Tanto el salón como la habitación principal dan a la fachada exterior y el resto da a dos patios, uno de ellos es un patio de manzana amplio. Además dispone de un trastero de unos 5m2. _La vivienda consta de calefacción centralizada, ventanas climalit oscilobatientes en salón y dormitorio principal, suelo de parquet, carpintería interior en muy buen estado. A la vivienda le hace falta un lavado de cara, pero se encuentra para entrar a vivir. TOUR VIRTUAL EN NUESTRA WEB. ENSEÑA ASINMO.",False,good,False,True,1445.0,False,False,False,False,False,False,flat,"Vioño, A Coruña",Piso,,,,08642,,,,
47,99173955,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/0f/60/1039998371.jpg,25,6,245000.0,flat,sale,75.0,False,3,2,Eirís,A Coruña,A Coruña,Eirís,es,43.3471426,-8.3982635,False,https://www.idealista.com/inmueble/99173955/,3353,"Piso de 75 m2 en venta ubicado en la zona de Monelos, A Coruña, área con todos los servicios en su entorno y bien comunicada con otras zonas de la ciudad. Vivienda de tres dormitorios en sexta planta de edificio residencial con garaje y trastero incluidos en el precio. Muy luminoso en todas sus estancias. Se distribuye en tres dormitorios todos ellos con armarios empotrados, dos cuartos de baño con plato de ducha, cocina independiente con acceso a salón a través de puerta corredera y tendedero. Cuenta con aspiración centralizada, hilo musical y calefacción por Gas Natural. Llámenos para solicitar más información y solicitar una visita!",False,good,False,True,3267.0,False,False,False,False,False,False,flat,"Eirís, A Coruña",Piso,True,True,,10863,,,,
48,97927506,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/2a/e4/995256461.jpg,18,2,90000.0,flat,sale,77.0,True,2,1,"Calle Eugenio Carré Aldao, 22",A Coruña,A Coruña,Os Mallos,es,43.3558783,-8.4113763,True,https://www.idealista.com/inmueble/97927506/,2598,"Presentamos una oportunidad con mayúsculas! En un edificio con fachadas y portal recientemente rehabilitados, planta 2ª, actualmente sin ascensor pero con posibilidades de instalarlo a futuro. Encontramos un piso de dos dormitorios que precisa actualización de cocina, baño, tarima y pintura. Tiene las ventanas nuevas y las puertas de paso en muy buen estado. Disponible a partir del 15 de Julio te puedes anotar en la lista de espera para visita desde ahora mismo! Ubicado a 5 metros de la parada del bus Nº11 que recorre la ciudad de A Coruña, a 10 metros de enlace con la Ronda de Outeiro y la Ronda de Nelle te hará la vida muy fácil. Además estamos en un barrio consolidado que cuenta con todos los servicios a escasos metros del portal. Si lo ves con ojos de inversión es una de las zonas más demandadas para alquiler. Te estamos esperando! [IW].",False,good,False,False,1169.0,False,False,False,False,False,False,flat,"Os Mallos, A Coruña","Piso en Calle Eugenio Carré Aldao, 22",,,,B221,,,,
49,97957376,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/d6/69/1024449944.jpg,27,1,244700.0,flat,sale,96.0,True,2,2,barrio Paseo de los Puentes-Santa Margarita,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3628301,-8.4167734,False,https://www.idealista.com/inmueble/97957376/,2182,"A estrenar, a escasos metros del Parque de Santa Margarita, de la Avda. Finisterre y Ronda de Nelle, presentamos esta vivienda que consta de, dos habitaciones con armarios empotrados, dos cuartos de baño, cocina amueblada con salida a amplio patio y un buen salón comedor con galería. La vivienda se vende en conjunto con una plaza de garaje doble en el mismo edificio. El edificio no tiene barreras arquitectónicas. El garaje es mediante monta carga. Aprovecha la oportunidad para estrenar tu vivienda! REF 693188 BEST HOUSE.",False,good,False,True,2549.0,False,False,False,False,False,False,flat,"Paseo de los Puentes-Santa Margarita, A Coruña",Piso,True,True,,693188,Paseo de los Puentes-Santa Margarita,,,
0,97957376,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/d6/69/1024449944.jpg,27,1,244700.0,flat,sale,96.0,True,2,2,barrio Paseo de los Puentes-Santa Margarita,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3628301,-8.4167734,False,https://www.idealista.com/inmueble/97957376/,2182,"A estrenar, a escasos metros del Parque de Santa Margarita, de la Avda. Finisterre y Ronda de Nelle, presentamos esta vivienda que consta de, dos habitaciones con armarios empotrados, dos cuartos de baño, cocina amueblada con salida a amplio patio y un buen salón comedor con galería. La vivienda se vende en conjunto con una plaza de garaje doble en el mismo edificio. El edificio no tiene barreras arquitectónicas. El garaje es mediante monta carga. Aprovecha la oportunidad para estrenar tu vivienda! REF 693188 BEST HOUSE.",False,good,False,True,2549.0,False,False,False,False,False,False,flat,"Paseo de los Puentes-Santa Margarita, A Coruña",Piso,True,True,,693188,Paseo de los Puentes-Santa Margarita,,,
1,98462208,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e0/5c/92/1026883350.jpg,20,,239000.0,flat,sale,100.0,True,3,2,Calle Falperra,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3583166,-8.4080367,False,https://www.idealista.com/inmueble/98462208/,2246,"Piso en Falperra Este luminoso piso de 100m2 se distribuye en un amplio salón con grandes ventanales, lo que le confiere mucha luminosidad y sensación de amplitud, una cocina, dos baños y tres dormitorios de los cuales uno incorpora dormitorio en suite. El piso se ubica en la cuarta planta de un edificio singular que ha ido sufriendo mejoras como la instalación de ascensor y arreglos de zonas comunes.  Opción de plaza de garaje en el edificio. Situado a escasos 5 minutos de la plaza de Vigo esta vivienda se encuentra en la calle Falperra, lo que le proporciona una excelente entrada y salida de la ciudad. Esta vivienda se encuentra ubicada en la zona ensanche de la ciudad de La Coruña. Se trata de una ubicación privilegiada, gracias a su vecina calle de Juan Flórez y su proximidad a las plazas de Vigo, Lugo, Galicia, entre otras principales zonas comerciales y hosteleras de la ciudad. Se trata de una zona tranquila, con multitud de servicios tales como, bancos, supermercados, oficinas, locales de hostelería, tiendas, centros educativos…a su alcance en pocos minutos. Además, cuenta con inmejorables comunicaciones a través del transporte urbano.",False,good,False,True,2390.0,False,False,False,False,False,False,flat,"Falperra-Santa Lucía, A Coruña",Piso en Calle Falperra,True,False,,W-02PW42,Falperra-Santa Lucía,20000.0,,
2,95068478,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/a4/6c/992435685.jpg,12,,295000.0,flat,sale,98.0,True,1,2,Calle Damas,A Coruña,A Coruña,Ciudad Vieja - Centro,es,43.3717275,-8.3954706,False,https://www.idealista.com/inmueble/95068478/,666,"Ático a estrenar en Plaza de Azcárraga Edificio de obra nueva, rehabilitado en el 2017 que combina magistralmente el carácter histórico con las prestaciones de confort actuales.  Su fachada de piedra y sus galerías nos hablan de tradición. El portal nos recibe con una robusta puerta de madera y el suelo de piedra original, ambos restaurados. Hasta la planta de la vivienda disponemos tanto de ascensor como de una amplia escalera de roble. Ya en la vivienda, encontramos el espacio principal del salón comedor, con fachada y terraza a Calle Amargura. La cubierta abuhardillada le aporta un carácter único y acogedor, al igual que la vista sobre la pared de piedra del patio.  Los suelos de tea, los juegos de alturas y las entradas de luz son los grandes protagonistas de esta vivienda.  Anexo al salón encontramos el espacio de la cocina, hábilmente integrado en la distribución.  A continuación encontramos el dormitorio con baño ensuite, y un baño adicional para servicio general de la vivienda.  Además, disponemos de comodidades como armarios empotrados, calefacción eléctrica y termo eléctrico para producción de agua caliente. El encanto de la Ciudad Vieja fascina a quien la recorre, por su tradición y por sus privilegiados edificios, que se levantan sobre centenarios muros de piedra y están adornados con las típicas blancas galerías acristaladas, seña de identidad de La Coruña. Dentro de esta, la Plaza de Azcárraga es el espacio más singular y deseado, destacando su arbolado que proporciona unas vistas idílicas, su suelo empedrado y su fuente central. A los bordes de esta plaza nos encontramos animadas terrazas donde disfrutar del sol.  La Colegiata de Santa María, la iglesia barroca de Santo Domingo y la Plaza de María Pita con el Palacio Consistorial son lugares muy próximos.  En los últimos años, esta zona ha ganado un atractivo intereses por sus nuevos locales, exposiciones… En conjunto, una zona con carácter propio, al alcance de un selecto público.",False,good,False,True,3010.0,False,False,False,False,False,False,flat,"Ciudad Vieja - Centro, A Coruña",Piso en Calle Damas,,,,W-028J02,,,,
3,95689210,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/86/74/925566884.jpg,18,7,195000.0,flat,sale,90.0,True,4,2,Cuatro Caminos,A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.3550878,-8.4026172,False,https://www.idealista.com/inmueble/95689210/,2491,"Piso en Cuatro Caminos. Se trata de una vivienda con orientación Sur-Este de 80m² útiles distribuidos en salón comedor, cocina independiente totalmente amueblada, 4 dormitorios, 1 cuarto de baño con plato de ducha y 1 aseo. Calefacción centralizada, suelos en parquet, ventanas cambiadas de aluminio con cristal climalit. Portal sin barreras arquitectónicas. La vivienda está situada en una zona muy céntrica, donde poder disfrutar de todos los servicios. A pocos minutos a pie de las estaciones de autobús y ferrocarril, con entrada y salida directa de la ciudad en coche. Urbenorte.",False,renew,False,True,2167.0,False,False,False,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña",Piso en Cuatro Caminos,,,,VENC1708,,,,
4,98333819,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ff/42/7a/1008483922.jpg,13,2,155000.0,flat,sale,74.0,True,2,1,Calle Humboldt,A Coruña,Oleiros,Perillo,es,43.340018,-8.373576,False,https://www.idealista.com/inmueble/98333819/,4609,"Se vende piso en Santa Cristina, Rúa Humboldt, segunda planta sin ascensor con orientación Noroeste. Se encuentra en segunda línea de playa y cuenta con 64m2 útiles distribuidos en amplia habitación doble con armario empotrado, una segunda habitación, baño completo, salón y cocina totalmente equipada e independiente.  Calefacción eléctrica, ventanas de aluminio, suelos de parquet  Garaje y trastero  Perfecta conexión con las salidas de la ciudad, zona con todos los servicios necesarios.",False,good,False,False,2095.0,False,False,False,False,False,False,flat,"Perillo, Oleiros",Piso en Calle Humboldt,True,True,,21200,,,,
5,99380458,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/17/24/1042075139.jpg,19,8,275000.0,flat,sale,90.0,True,3,2,Calle Manuel Azaña,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3760999,-8.4295958,False,https://www.idealista.com/inmueble/99380458/,2515,"REF. 7376 ESPECTACULAR DÚPLEX CON VISTAS AL MAR Os traemos una espectacular vivienda con vistas al mar, muy próximo al Paseo Marítimo y al centro comercial de Los Rosales. Sus 90m2, se distribuyen en 2 plantas. En la princiapl encontramos un amplio salón comedor, amplio y luminoso con vistas despejadas. Una cocina independiente exterior, equipada con electrodomésticos y salida a zona de lavandería, y por último un aseo. En la planta superior, se encuentran los 3 dormitorios, todos ellos con armarios empotrados, y uno de ellos con baño en suite, y para el resto de la planta otro baño completo con plato de ducha. En el precio se incluye plaza de garaje y trastero. Bien comunicado con el centro mediante linea de autobuses en la puerta, colegios, parques, farmacias, etc. Entrada a la 3ª Ronda a un paso. Si quieres más información y/o concertar una visita, llámanos al 981914705 o pasa por nuestra oficina en Plaza de Vigo (Calle Menéndez y Pelayo 12, Bajo). Para encontrar más alternativas en    .",True,good,False,True,3056.0,False,False,False,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Piso en Calle Manuel Azaña,True,True,,07376,,,,
6,97823004,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b2/26/bf/991767960.jpg,15,2,155000.0,flat,sale,74.0,True,2,1,Calle Humboldt,A Coruña,Oleiros,Perillo,es,43.3363616,-8.3750727,False,https://www.idealista.com/inmueble/97823004/,4930,"Se vende bonito piso en Santa Cristina a tan sólo 100 metros de la playa. Consta de luminoso salón comedor, cocina independiente, amueblada y equipada. Cuenta con dos dormitorios, el principal con armario empotrado. El cuarto de baño es completo con bañera. Los suelos son de madera excepto en cocina y cuarto de baño que son en acabado cerámico. La calefacción es eléctrica Es una segunda planta sin ascensor. La vivienda dispone de plaza de garaje y trastero en el mismo edificio POSIBILIDAD DE FINANCIACIÓN DEL 100% Para más inmuebles consulta en nuestra web.",False,good,False,False,2095.0,False,False,False,False,False,False,flat,"Perillo, Oleiros",Piso en Calle Humboldt,True,True,,V1046P,,,,
7,97480954,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/39/56/991571587.jpg,22,2,159900.0,flat,sale,70.0,True,2,1,Perillo,A Coruña,Oleiros,Perillo,es,43.339918,-8.375076,False,https://www.idealista.com/inmueble/97480954/,4568,"Quality home te presenta este piso en santa cristina (oleiros) a pocos metros de coruña y bastiagueiro. La vivienda está situada a tan solo 75 metros de la playa, es un segundo piso exterior sin ascensor, ideal como vivienda habitual, lugar de vacaciones, alquiler convencional o vacacional. Dispone de 2 dormitorios, amplio y confortable salón, cocina totalmente equipada y baño completo con bañera. Trastero y plaza de garaje en el mismo edificio. El entorno es muy agradable, a un paso de la vivienda tenemos la playa de santa cristina, el paseo marítimo, carril bici y senderos peatonales que conectan con coruña, bastiagueiro, santa cruz, el burgo, etc. Bien comunicada con la coruña y poblaciónes límitrofes por su comodidad de acceso a las principales arterias de comunicación como son la avenida de alfonso molina, las jubias, la autopista a-6 además la zona dispone de líneas de autobús frecuentes que comunican la zona con las poblaciones antes mencionadas. Una buena oportunidad de adquirir una vivienda en un entorno privilegiado. Si crees que este piso es lo que estás buscando y necesitas más información ponte en contacto con nosotros y estaremos encantados de atenderte, aqui puedes ver nuestros datos de contacto.  quality home soluciones inmobiliarias  c/ médico durán 14-bajo esquina  teléfono: 981049025.",False,good,False,False,2284.0,False,False,False,False,False,False,flat,"Perillo, Oleiros",Piso,True,True,,00120,,,,
8,93527150,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/8c/b2/865109643.jpg,41,bj,298000.0,duplex,sale,157.0,True,3,2,adelaida muro,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.3752161,-8.4013236,False,https://www.idealista.com/inmueble/93527150/,324,"Precioso Bajo vivienda dúplex de diseño como nuevo, a 100 metros del paseo marítimo en una de las mejores zonas de la ciudad. Es una vivienda diferente con espacios muy abiertos con una amplia zona de cocina, abierta a un espacio grande ideal para una mesa de comedor y un gran salón, en la planta de abajo tenemos también un cuarto de baño completo. En la parte superior de la cocina nos encontramos con una habitación abierta que se puede utilizar como dormitorio o despacho, y hacia el otro lado salen del salón unas escaleras que dan acceso a dos dormitorios con otro baño completo con ducha. Todos los dormitorios tienen armarios empotrados, la vivienda cuenta con una moderna iluminación, cuenta con calefacción de suelo radiante. El precio incluye plaza de garaje y trastero en el mismo edificio. Una buena oportunidad, para una vivienda de diseño, a un buen precio.",False,good,False,True,1898.0,False,False,False,False,False,False,flat,"Monte Alto - Zalaeta - Atocha, A Coruña",Dúplex en adelaida muro,True,True,duplex,adelaida muro,,,,
9,97828329,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/27/f6/a7/991929346.jpg,15,6,220000.0,flat,sale,115.0,True,3,2,Avenida del ejército,A Coruña,A Coruña,Los Castros - Castrillón,es,43.3574271,-8.3982959,False,https://www.idealista.com/inmueble/97828329/,2209,"Se vende piso en el corazón de Los Castros con vistas al mar. Se trata de una sexta planta que se distribuye en un amplio recibidor, luminoso salón comedor con todo el frente cerrado con ventanales. La cocina es amueblada y equipada. La vivienda cuenta con tres dormitorios, de los cuales, el principal así como uno de los secundarios disponen de armario empotrado. Los dos cuartos de baño son independientes y completos, uno amplio con bañera y el otro con plato de ducha. Este inmuebles es totalmente exterior con una orientación Noroeste-Suroeste. El edificio está adaptado mediante rampa para personas con movilidad reducida. POSIBILIDAD DE FINANCIACIÓN DEL 100% Para más inmuebles consulta en nuestra web.",False,good,False,True,1913.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Piso en Avenida del ejército,,,,V1047P,,,,
10,96979008,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/47/12/962074535.jpg,11,6,142000.0,flat,sale,84.0,True,3,1,Calle Tornos,A Coruña,A Coruña,Sagrada Familia,es,43.3613226,-8.4170439,False,https://www.idealista.com/inmueble/96979008/,2323,"Este piso a reformar se encuentra en Praza Tornos, 15007, A Coruña. En la sexta panta encontramos este soleado piso, construido en el año 1966, que tiene 84 m2 de los cuales 78 m2 son útiles, distribuidos en 3 dormitorios, un salón, un amplia cocina con zona de lavadero, hall recibidor y un cuarto de baño completo. Completamente exterior y muy luminoso con calefacción de gas natural individual, tendedero, acceso personas con movilidad reducida, suelo tarima, lavadero, extractor de humos, ventanas aluminio, antena tv, armarios empotrados y ascensor.  OFRECEMOS SOLUCIONES, NO PROMESAS Encuentra más en.",False,renew,False,True,1690.0,False,False,False,False,False,False,flat,"Sagrada Familia, A Coruña",Piso en Calle Tornos,,,,E1122,,,,
11,97486291,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/97/c9/982568469.jpg,19,1,181200.0,flat,sale,108.0,True,2,2,Calle Blanco White,A Coruña,A Coruña,Someso - Matogrande,es,43.3474627,-8.4192182,False,https://www.idealista.com/inmueble/97486291/,3715,"Piso en venta en A Coruña. La vivienda cuenta con 2 dormitorios, 2 baños, salón comedor, cocina independiente sin amueblar y terraza/balcón. Se ubica un edificio plurifamiliar entre medianeras, con 5 portales, de acceso independiente y comunicados por los sótanos. Situada en un barrio del extrarradio de A Coruña, próxima a la estación de tren y al polígono industrial de A Grela. El municipio dispone de equipamientos sanitarios, culturales y educativos suficientes, y concretamente la población se considera como una de las ciudades más importantes de la Comunidad Autónoma. Tiene hospitales, mercados, polideportivos, etc.. . La ciudad cuenta con servicio de autobuses urbano y estación cercana de ferrocarril con conexiones regulares con las ciudades más importantes del país. Está bien comunicada con las salidas de la ciudad, y medianamente comunicada con la ciudad. Existen paradas de bus cercanas y se encuentra próxima a la estación de tren.  Fantástica promoción de viviendas en la calle Blanco White 15008, A Coruña. En la zona de Someso- Matogrande muy próximos a los Mallos desde 136.200€. Hablamos de pisos de diferentes alturas, exteriores muy luminosos y soleados de aproximadamente 80m2. Desde primeras plantas hasta áticos con soleada terraza-balcón; distribuídos en un amplio salón, cocina, dos dormitorios y dos cuartos de baño. Pisos a estrenar que cuentan entre sus acabados con armarios empotrados, suelo de tarima y ventanas climalit. En un edificio dotado de ascensor y garaje en el sótano. ¿Quieres conocer más detalles? Nuestro lema es la excelencia y trabajamos día a día para mantenerla. Hacemos la experiencia de compra o venta de un inmueble única para cada uno de nuestros clientes y propietarios. Bienvenidos a la singularidad, bienvenidos a Incor. OFRECEMOS SOLUCIONES, NO PROMESAS Encuentra más en.",False,good,False,True,1678.0,False,False,False,False,False,False,flat,"Someso - Matogrande, A Coruña",Piso en Calle Blanco White,,,,E1151,,,,
12,97622696,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/67/a8/985094579.jpg,18,3,160200.0,penthouse,sale,89.0,True,2,2,Calle Blanco White,A Coruña,A Coruña,Someso - Matogrande,es,43.3483138,-8.4189863,False,https://www.idealista.com/inmueble/97622696/,3622,"Piso en venta en A Coruña. La vivienda cuenta con 2 dormitorios, 2 baño, salón comedor, cocina independiente sin amueblar. Se ubica un edificio plurifamiliar entre medianeras, con 5 portales, de acceso independiente y comunicados por los sótanos. Situada en un barrio del extrarradio de A Coruña, próxima a la estación de tren y al polígono industrial de A Grela. El municipio dispone de equipamientos sanitarios, culturales y educativos suficientes, y concretamente la población se considera como una de las ciudades más importantes de la Comunidad Autónoma. Tiene hospitales, mercados, polideportivos, etc.. . La ciudad cuenta con servicio de autobuses urbano y estación cercana de ferrocarril con conexiones regulares con las ciudades más importantes del país. Está bien comunicada con las salidas de la ciudad, y medianamente comunicada con la ciudad. Existen paradas de bus cercanas y se encuentra próxima a la estación de tren. Fantástica promoción de viviendas en la calle Blanco White 15008, A Coruña. En la zona de Someso- Matogrande muy próximos a los Mallos desde 136.200€. Hablamos de pisos de diferentes alturas, exteriores muy luminosos y soleados de aproximadamente 80m2. Desde primeras plantas hasta áticos con soleada terraza-balcón; distribuídos en un amplio salón, cocina, dos dormitorios y dos cuartos de baño. Pisos a estrenar que cuentan entre sus acabados con armarios empotrados, suelo de tarima y ventanas climalit. En un edificio dotado de ascensor y garaje en el sótano. ¿Quieres conocer más detalles? Nuestro lema es la excelencia y trabajamos día a día para mantenerla. Hacemos la experiencia de compra o venta de un inmueble única para cada uno de nuestros clientes y propietarios. Bienvenidos a la singularidad, bienvenidos a Incor. OFRECEMOS SOLUCIONES, NO PROMESAS Encuentra más en.",False,good,False,True,1800.0,False,False,False,False,False,False,flat,"Someso - Matogrande, A Coruña",Ático en Calle Blanco White,True,True,penthouse,E1156,,,,
13,94710813,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/39/67/896088822.jpg,17,9,223200.0,flat,sale,98.0,True,3,2,Ronda de Outeiro,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3724963,-8.4228048,False,https://www.idealista.com/inmueble/94710813/,2034,"Ático situado en la calle Ronda de Outeiro, en A Coruña. La zona cuenta con todo tipo de equipamientos y servicios comercial, deportivo, educativo, lúdico, además de unas excelentes comunicaciones. La vivienda consta de recibidor, cocina amueblada, salón-comedor con un amplio ventanal y unas preciosas vistas, tres dormitorios, uno de ellos con baño privado y un baño común. Nuestro lema es la excelencia y trabajamos día a día para mantenerla. Hacemos la experiencia de compra o venta de un inmueble única para cada uno de nuestros clientes y propietarios. Bienvenidos a la singularidad, bienvenidos a Incor. OFRECEMOS SOLUCIONES, NO PROMESAS Encuentra más en.",False,good,False,True,2278.0,False,False,False,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Piso en Ronda de Outeiro,,,,E1023,,,,
14,95580216,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/e9/72/922445090.jpg,20,1,155000.0,flat,sale,124.0,True,4,2,Barcelona s/n,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3602083,-8.419833,True,https://www.idealista.com/inmueble/95580216/,2565,"Piso a reformar, en calle Barcelona ( A Coruña ). 4 dormitorios, 2 baños, cocina, salón y amplia terraza DE USO COMUNITARIO. Ubicado en una zona con todos los servicios, buenas conexiones con polígonos y accesos de salida ciudad. Primera planta, con ventanas todas exteriores.",False,renew,False,True,1250.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Barcelona s/n,,,,,,,,
